idx,composition,E_f,wyckoff
d9f93ba913e18f0dfed8137c9c80181abbf9d129,Ti(ZnN2)2,0.3867270333333348,"('N @ 2-i-2', 'N @ 2-i-2', 'N @ 2-i-2', 'N @ 2-i-2', 'N @ 2-i-2', 'N @ 2-i-2', 'Ti @ 1-a-2', 'Ti @ 2-i-2', 'Zn @ 2-i-2', 'Zn @ 2-i-2', 'Zn @ 2-i-2')"
b4e1890517d4a20f9f91a45c859888808c30e65e,Ti2ZnN5,-0.19764161562499982,"('N @ 4-c-62', 'N @ 4-c-62', 'N @ 4-c-62', 'N @ 4-c-62', 'N @ 4-c-62', 'Ti @ 4-c-62', 'Ti @ 4-c-62', 'Zn @ 4-c-62')"
7e53dde9114ec224afa6cfd5b0f2ee5fe17e03de,Ti5ZnN4,-0.7011623299999998,"('N @ 4-h-81', 'N @ 4-h-81', 'N @ 4-h-81', 'N @ 4-h-81', 'Ti @ 2-g-81', 'Ti @ 2-g-81', 'Ti @ 4-h-81', 'Ti @ 4-h-81', 'Ti @ 4-h-81', 'Ti @ 4-h-81', 'Zn @ 4-h-81')"
25903e2fd39b38b3ea8bb2632a885521b9776fd1,TiZnN2,-0.3865485125000001,"('N @ 2-a-28', 'N @ 2-b-28', 'N @ 2-c-28', 'N @ 2-c-28', 'Ti @ 4-d-28', 'Zn @ 2-c-28', 'Zn @ 2-c-28')"
8a3676803ea8bc504713c77be95227a88842f10c,Hf2Zn4N9,0.20371504499999915,"('Hf @ 4-e-14', 'Hf @ 4-e-14', 'N @ 4-e-14', 'N @ 4-e-14', 'N @ 4-e-14', 'N @ 4-e-14', 'N @ 4-e-14', 'N @ 4-e-14', 'N @ 4-e-14', 'N @ 4-e-14', 'N @ 4-e-14', 'Zn @ 4-e-14', 'Zn @ 4-e-14', 'Zn @ 4-e-14', 'Zn @ 4-e-14')"
fd3866d2c0b3727f9217e4cdddd676857d61549b,Zr5(ZnN6)2,0.1226845736842126,"('N @ 4-i-12', 'N @ 4-i-12', 'N @ 8-j-12', 'N @ 8-j-12', 'Zn @ 4-i-12', 'Zr @ 2-a-12', 'Zr @ 4-g-12', 'Zr @ 4-h-12')"
79cb8b4ab9245ffb3a23ac40336fd7f10e52c516,Hf(ZnN3)2,0.28806018333333405,"('Hf @ 2-i-2', 'N @ 2-i-2', 'N @ 2-i-2', 'N @ 2-i-2', 'N @ 2-i-2', 'N @ 2-i-2', 'N @ 2-i-2', 'Zn @ 2-i-2', 'Zn @ 2-i-2')"
2d1cc9bfcc1f77328912e2cd271088c4048be4d5,HfZnN3,0.1892696650000003,"('Hf @ 4-a-33', 'N @ 4-a-33', 'N @ 4-a-33', 'N @ 4-a-33', 'Zn @ 4-a-33')"
dd0c939b9bfe3c48669b56bcc9aa9b55f8f35a0a,Ti5Zn5N3,-0.3981241442307697,"('N @ 4-i-12', 'N @ 4-i-12', 'N @ 4-i-12', 'Ti @ 4-i-12', 'Ti @ 4-i-12', 'Ti @ 4-i-12', 'Ti @ 4-i-12', 'Ti @ 4-i-12', 'Zn @ 4-i-12', 'Zn @ 4-i-12', 'Zn @ 4-i-12', 'Zn @ 4-i-12', 'Zn @ 4-i-12')"
8727772c3ab8b24b4103ee2dae98551747c47600,Zr2Zn3N5,-0.4593791524999986,"('N @ 2-a-12', 'N @ 4-i-12', 'N @ 4-i-12', 'Zn @ 2-d-12', 'Zn @ 4-i-12', 'Zr @ 4-i-12')"
0713ee0204038cc2e61c86282af9b8e36e17c498,Ti3ZnN2,-1.0192557583333324,"('N @ 6-c-166', 'Ti @ 3-a-166', 'Ti @ 6-c-166', 'Zn @ 3-b-166')"
388f780382a5bd4fc1460f7de804a22d6a8b24bf,Ti(Zn2N5)3,1.9283913784090911,"('N @ 24-h-229', 'N @ 6-b-229', 'Ti @ 2-a-229', 'Zn @ 12-e-229')"
aa5be4a2428f97a89921b218e9a6808be6aadc5f,Ti8ZnN13,-0.71201067840909,"('N @ 18-f-148', 'N @ 18-f-148', 'N @ 3-a-148', 'Ti @ 18-f-148', 'Ti @ 6-c-148', 'Zn @ 3-b-148')"
0fee6479c2518a79aa3a4e0f8acd89d006bb69ce,Hf2ZnN5,-0.4371034281250008,"('Hf @ 4-c-62', 'Hf @ 4-c-62', 'N @ 4-a-62', 'N @ 4-c-62', 'N @ 4-c-62', 'N @ 8-d-62', 'Zn @ 4-c-62')"
8a6e7998c80bfc403d7739fee9a9ba635029c164,Hf8Zn6N11,-0.5672782469999991,"('Hf @ 2-i-2', 'Hf @ 2-i-2', 'Hf @ 2-i-2', 'Hf @ 2-i-2', 'N @ 1-a-2', 'N @ 2-i-2', 'N @ 2-i-2', 'N @ 2-i-2', 'N @ 2-i-2', 'N @ 2-i-2', 'Zn @ 2-i-2', 'Zn @ 2-i-2', 'Zn @ 2-i-2')"
d8597be897e7eed9c49e22dcd9ddeaa4c27c35dd,Zr2Zn5N8,0.26223949999999974,"('N @ 8-i-119', 'N @ 8-i-119', 'Zn @ 2-a-119', 'Zn @ 8-g-119', 'Zr @ 2-c-119', 'Zr @ 2-d-119')"
55fd4846c559712e14685911925a69a8e2cbf468,Ti2Zn3N7,0.41620818541666704,"('N @ 2-a-12', 'N @ 4-i-12', 'N @ 4-i-12', 'N @ 4-i-12', 'Ti @ 4-i-12', 'Zn @ 2-d-12', 'Zn @ 4-i-12')"
7598b60fa0959efbeac1ea3ab15cae902e31b7fa,Zr2Zn2N5,0.021675252777778375,"('N @ 4-e-14', 'N @ 4-e-14', 'N @ 4-e-14', 'N @ 4-e-14', 'N @ 4-e-14', 'Zn @ 4-e-14', 'Zn @ 4-e-14', 'Zr @ 2-a-14', 'Zr @ 2-b-14', 'Zr @ 2-c-14', 'Zr @ 2-d-14')"
b90d1f0ccac9eea411d0bc2ec6640a5b4db4426e,Hf3(ZnN)2,-0.16018083571428487,"('Hf @ 9-d-166', 'N @ 6-c-166', 'Zn @ 3-a-166', 'Zn @ 3-b-166')"
afb217e3122fe7fe4d990d713352cd5f4e0f302e,Hf2ZnN3,-0.8188102791666676,"('Hf @ 4-e-14', 'Hf @ 4-e-14', 'Hf @ 4-e-14', 'Hf @ 4-e-14', 'N @ 4-e-14', 'N @ 4-e-14', 'N @ 4-e-14', 'N @ 4-e-14', 'N @ 4-e-14', 'N @ 4-e-14', 'Zn @ 4-e-14', 'Zn @ 4-e-14')"
20dac97068f0f031cc4b2627b24372a3f451783b,HfZn2N3,0.17349192083333254,"('Hf @ 8-d-64', 'N @ 16-g-64', 'N @ 8-f-64', 'Zn @ 8-d-64', 'Zn @ 8-d-64')"
821e579756bd7b67b50a9487012ef3f70986079d,Ti3(ZnN2)4,-0.06740981333333362,"('N @ 2-a-8', 'N @ 2-a-8', 'N @ 2-a-8', 'N @ 2-a-8', 'N @ 4-b-8', 'N @ 4-b-8', 'Ti @ 2-a-8', 'Ti @ 4-b-8', 'Zn @ 2-a-8', 'Zn @ 2-a-8', 'Zn @ 4-b-8')"
0f17485709085e78f4906ed7f387666c43b5b472,Ti(ZnN)4,-0.217328799999998,"('N @ 2-i-2', 'N @ 2-i-2', 'N @ 2-i-2', 'N @ 2-i-2', 'Ti @ 2-i-2', 'Zn @ 2-i-2', 'Zn @ 2-i-2', 'Zn @ 2-i-2', 'Zn @ 2-i-2')"
fd1c21ea41c7e31dc34050dcb1dbe85290b2cfb6,Ti3Zn2N,-0.5354751208333317,"('N @ 2-a-194', 'Ti @ 6-h-194', 'Zn @ 4-f-194')"
2c0f20b69c7447d23b28f8fe37d81efcbe3b8fbf,TiZnN3,0.20969606500000104,"('N @ 2-a-8', 'N @ 4-b-8', 'Ti @ 2-a-8', 'Zn @ 2-a-8')"
7f637d520ebf9181a7bfa53781adc59b471c9a53,TiZnN6,0.5584936187500009,"('N @ 2-i-2', 'N @ 2-i-2', 'N @ 2-i-2', 'Ti @ 1-a-2', 'Zn @ 1-h-2')"
90959ecd556015e1178c3da7b33affbbd3d7fee7,Hf2ZnN3,-0.851977779166667,"('Hf @ 4-a-19', 'Hf @ 4-a-19', 'N @ 4-a-19', 'N @ 4-a-19', 'N @ 4-a-19', 'Zn @ 4-a-19')"
c4e1f84db5f7be4c95d9d7d5155415f3f181b3e3,Zr3ZnN9,-0.08914041730769195,"('N @ 4-a-20', 'N @ 8-c-20', 'N @ 8-c-20', 'N @ 8-c-20', 'N @ 8-c-20', 'Zn @ 4-b-20', 'Zr @ 4-b-20', 'Zr @ 8-c-20')"
2545485b1fc1a59d74d56b3b04ce067867edfc1b,Ti4ZnN3,0.7290127906250001,"('N @ 4-b-46', 'N @ 8-c-46', 'Ti @ 4-b-46', 'Ti @ 4-b-46', 'Ti @ 8-c-46', 'Zn @ 4-b-46')"
b1fd35606437dd2224bbf04810e5831c830b075a,Hf3(ZnN)2,-0.32827812142857216,"('Hf @ 4-e-12', 'Hf @ 4-h-12', 'Hf @ 4-i-12', 'N @ 8-j-12', 'Zn @ 4-i-12', 'Zn @ 4-i-12')"
10d8911a64d8e252292b5008bd9a3a2e10fbcd69,Zr3ZnN4,-0.7125674750000002,"('N @ 2-c-176', 'N @ 6-h-176', 'Zn @ 2-b-176', 'Zr @ 6-h-176')"
f3ee6d46de65578f2507e68783b7034732200275,TiZnN4,0.630127783333335,"('N @ 16-e-122', 'Ti @ 4-a-122', 'Zn @ 4-b-122')"
629e743e5e003b31a8eb32d33fad98fdde5e5db0,TiZnN3,0.038408765000002454,"('N @ 2-a-127', 'N @ 4-h-127', 'Ti @ 2-d-127', 'Zn @ 2-b-127')"
146df8a1fcb11565723044756b326bdd8132f297,ZrZnN6,0.09592068125000086,"('N @ 24-h-201', 'Zn @ 4-b-201', 'Zr @ 4-c-201')"
f57a5e592675b6ffc5009882c94e0891473fb5e2,Ti6ZnN11,-0.008399370833332753,"('N @ 12-i-182', 'N @ 4-f-182', 'N @ 6-g-182', 'Ti @ 12-i-182', 'Zn @ 2-b-182')"
22f1d980bfb21aa1f0f4d0e31beebb099900d978,Hf3(ZnN2)2,-1.1027816777777772,"('Hf @ 2-c-164', 'Hf @ 2-d-164', 'Hf @ 2-d-164', 'N @ 2-c-164', 'N @ 2-d-164', 'N @ 2-d-164', 'N @ 2-d-164', 'Zn @ 2-d-164', 'Zn @ 2-d-164')"
9f62274770cc44fefcf8bd82ae40002c02b10c82,Ti4ZnN4,-0.8609802000000011,"('N @ 8-f-15', 'N @ 8-f-15', 'N @ 8-f-15', 'N @ 8-f-15', 'Ti @ 4-a-15', 'Ti @ 4-e-15', 'Ti @ 8-f-15', 'Ti @ 8-f-15', 'Ti @ 8-f-15', 'Zn @ 8-f-15')"
e2ec8eef328b78037c4cd4b0e96579fc08b0c06b,HfZnN3,-0.3767533349999992,"('Hf @ 4-d-54', 'N @ 4-c-54', 'N @ 8-f-54', 'Zn @ 4-e-54')"
031a032b5ea26e6e807ecb3e293e6d743564b40a,Ti2ZnN3,-0.8602020291666648,"('N @ 4-g-12', 'N @ 4-i-12', 'N @ 4-i-12', 'Ti @ 4-i-12', 'Ti @ 4-i-12', 'Zn @ 4-i-12')"
5bd40592a7d17f930b162973522f46b026681eb7,Ti2ZnN5,-0.3707950531249997,"('N @ 4-e-14', 'N @ 4-e-14', 'N @ 4-e-14', 'N @ 4-e-14', 'N @ 4-e-14', 'Ti @ 4-e-14', 'Ti @ 4-e-14', 'Zn @ 2-a-14', 'Zn @ 2-b-14')"
